Time,Mass,O2,CO,NO2,NO,SO2,WaterTemp2,WaterTemp3,WaterTemp4,GapTemp,InnerWall,HandleTemp,FireTemp,OutsideSurface
0:20:19,0.122,12.08,-11.80,-1.00,-1.44,-1.00,22.81,22.75,32.44,0.00,23.75,25.00,25.00,24.25,
0:20:20,0.122,11.96,6.16,-1.34,-1.22,-1.29,22.81,22.81,32.56,0.00,23.75,25.00,25.00,24.25,
0:20:21,0.122,11.80,-10.09,-1.02,-1.18,-1.02,22.81,22.75,32.56,0.00,23.75,25.00,25.00,24.25,
0:20:22,0.122,11.62,25.95,-1.00,-1.36,-1.09,22.81,22.75,32.63,0.00,23.75,25.00,25.00,24.25,
0:20:23,0.122,11.65,-10.95,-1.02,-1.36,-1.00,22.81,22.75,32.69,0.00,24.00,25.00,25.00,24.25,
0:20:24,0.122,11.62,-12.41,-0.89,-1.27,-0.91,22.81,22.75,32.75,0.00,24.00,25.00,25.00,24.25,
0:20:25,0.122,12.08,-11.93,-1.29,-1.24,-1.31,22.81,22.75,32.75,0.00,24.00,25.00,25.00,24.25,
0:20:26,0.122,11.96,-11.80,-1.01,-1.40,-1.05,22.81,22.75,32.81,0.00,24.00,25.00,25.00,24.25,
0:20:27,0.122,11.65,-12.29,3.29,-1.36,3.32,22.81,22.75,32.88,0.00,24.00,25.00,25.00,24.25,
0:20:28,0.122,11.99,-11.80,-1.01,-1.29,-1.11,22.81,22.75,32.94,0.00,24.00,25.00,25.00,24.25,
0:20:29,0.121,11.99,29.74,-0.12,-1.38,-0.14,22.81,22.75,33.00,0.00,24.00,25.00,25.00,24.25,
0:20:30,0.121,11.44,-9.12,-1.31,-1.28,-1.29,22.81,22.75,33.00,0.00,24.00,25.00,25.00,24.25,
0:20:31,0.122,11.65,-8.63,-1.02,-1.24,-1.01,22.81,22.75,33.06,0.00,24.00,25.00,25.00,24.25,
0:20:32,0.122,11.90,-12.66,3.21,-1.39,3.29,22.81,22.75,33.13,0.00,24.00,25.00,25.00,24.25,
0:20:33,0.122,11.68,-14.00,-1.06,-1.39,-1.01,22.81,22.75,33.13,0.00,24.00,25.00,25.00,24.25,
0:20:34,0.121,12.17,-13.27,-0.81,-1.18,-0.78,22.81,22.75,33.13,0.00,24.00,25.00,25.00,24.25,
0:20:35,0.122,11.86,-11.93,3.29,-1.46,3.19,22.81,22.75,33.19,0.00,24.00,25.00,25.00,24.25,
0:20:36,0.121,11.86,-12.78,-1.02,-1.22,-1.00,22.81,22.75,33.25,0.00,24.00,25.00,25.00,24.25,
0:20:37,0.121,12.02,-11.93,-1.01,-1.18,-1.05,22.81,22.75,33.25,0.00,24.00,25.00,25.00,24.25,
0:20:38,0.122,11.86,-11.93,-1.05,-1.35,-1.01,22.81,22.75,33.31,0.00,24.00,25.00,25.00,24.25,
0:20:39,0.121,12.20,-9.12,-0.68,-1.24,-0.69,22.81,22.75,33.38,0.00,24.00,25.00,25.00,24.25,
0:20:40,0.122,11.59,-8.02,-1.44,-1.42,-1.25,22.81,22.75,33.38,0.00,24.00,25.00,25.00,24.25,
0:20:41,0.121,12.14,-12.66,-1.03,-1.35,-1.01,22.81,22.75,33.44,0.00,24.00,25.00,25.00,24.25,
0:20:42,0.121,11.96,-14.00,-1.07,-1.22,-1.02,22.81,22.75,33.50,0.00,24.00,25.00,25.00,24.25,
0:20:43,0.122,11.04,-11.68,-1.00,-1.38,-1.03,22.81,22.75,33.56,0.00,24.00,25.00,25.00,24.25,
0:20:44,0.121,11.83,-11.93,2.47,-1.40,2.56,22.81,22.75,33.56,0.00,24.00,25.00,25.00,24.25,
0:20:45,0.122,8.72,-12.05,-1.14,-1.35,-1.24,22.81,22.75,33.63,0.00,24.00,25.00,25.00,24.25,
0:20:46,0.122,11.74,29.86,-1.01,-1.27,-1.02,22.81,22.75,33.69,0.00,24.00,25.00,25.00,24.25,
0:20:47,0.121,10.31,-12.17,3.28,-1.38,3.32,22.81,22.75,33.69,0.00,24.00,25.00,25.00,24.25,
0:20:48,0.121,11.44,-11.68,-1.01,-0.85,-1.00,22.81,22.75,33.75,0.00,24.00,25.00,25.00,24.25,
0:20:49,0.122,11.59,-8.38,2.31,-0.54,2.39,22.81,22.75,33.81,0.00,24.00,25.00,25.00,24.25,
0:20:50,0.121,12.23,-0.56,-1.02,-1.24,-1.02,22.81,22.75,33.88,0.00,24.00,25.00,25.00,24.25,
0:20:51,0.122,11.96,-12.78,3.33,-1.35,3.17,22.81,22.75,33.88,0.00,24.00,25.00,25.00,24.25,
0:20:52,0.122,11.90,-14.37,-1.02,-1.13,-1.00,22.81,22.75,33.94,0.00,24.00,25.00,25.00,24.25,
0:20:53,0.121,11.53,-11.93,-0.18,-1.36,-0.28,22.81,22.75,34.00,0.00,24.00,25.00,25.00,24.25,
0:20:54,0.122,11.50,29.37,-1.33,-1.39,-1.29,22.81,22.75,34.06,0.00,24.00,25.00,25.00,24.25,
0:20:55,0.121,11.22,-11.80,3.30,-1.38,3.27,22.81,22.75,34.06,0.00,24.00,25.00,25.00,24.25,
0:20:56,0.121,11.74,-11.93,-1.00,-1.23,-1.01,22.81,22.75,34.06,0.00,24.00,25.00,25.00,24.25,
0:20:57,0.121,11.99,-12.05,1.56,-1.38,1.65,22.81,22.75,34.19,0.00,24.00,25.00,25.00,24.25,
0:20:58,0.121,11.77,-11.68,-0.87,-1.38,-0.94,22.81,22.75,34.19,0.00,24.00,25.00,25.00,24.25,
0:20:59,0.121,11.53,-8.87,3.18,-1.28,3.23,22.81,22.75,34.25,0.00,24.00,25.00,25.00,24.25,
0:21:00,0.122,11.71,-12.05,-1.02,-1.36,-1.13,22.81,22.75,34.25,0.00,24.00,25.00,25.00,24.25,
0:21:01,0.121,11.44,-14.13,-1.03,-1.38,-1.02,22.75,22.75,34.31,0.00,24.00,25.00,25.00,24.25,
0:21:02,0.121,10.80,-11.93,-1.11,-1.33,-1.02,22.81,22.75,34.31,0.00,24.00,25.00,25.00,24.25,
0:21:03,0.121,11.96,-11.93,-0.17,-1.38,-0.19,22.75,22.75,34.38,0.00,24.00,25.00,25.00,24.25,
0:21:04,0.122,11.62,-11.93,-1.39,-1.33,-1.31,22.81,22.75,34.44,0.00,24.25,25.00,25.00,24.25,
0:21:05,0.121,11.10,-12.17,-1.02,-1.38,-1.00,22.81,22.75,34.44,0.00,24.00,25.00,25.00,24.25,
0:21:06,0.122,11.71,29.25,-1.03,-1.38,-1.01,22.75,22.75,34.44,0.00,24.00,25.00,25.00,24.25,
0:21:07,0.121,12.17,-9.48,-0.79,-1.31,-0.87,22.75,22.75,34.50,0.00,24.00,25.00,25.00,24.25,
0:21:08,0.121,11.83,-11.44,-1.28,-1.38,-1.25,22.81,22.75,34.56,0.00,24.25,25.00,25.00,24.25,
0:21:09,0.121,11.53,-14.00,-1.29,-0.45,-1.39,22.81,22.75,34.56,0.00,24.00,25.00,25.00,24.25,
0:21:10,0.121,11.47,-14.25,3.26,-1.00,3.28,22.81,22.75,34.63,0.00,24.00,25.00,25.00,24.25,
0:21:11,0.121,11.41,-12.05,-1.00,-1.39,-1.05,22.75,22.75,34.63,0.00,24.00,25.00,25.00,24.25,
0:21:12,0.121,11.38,-12.41,-1.02,-1.01,-0.98,22.81,22.75,34.69,0.00,24.00,25.00,25.00,24.25,
0:21:13,0.121,11.50,-11.80,-1.25,-1.49,-1.27,22.81,22.75,34.69,0.00,24.00,25.00,25.00,24.25,
0:21:14,0.121,11.80,-12.54,3.22,-1.24,3.28,22.81,22.75,34.75,0.00,24.00,25.00,25.00,24.25,
0:21:15,0.121,11.90,-10.22,-1.02,-1.39,-1.00,22.81,22.75,34.75,0.00,24.00,25.00,25.00,24.25,
0:21:16,0.121,11.65,-12.66,-1.01,-1.24,-1.11,22.75,22.75,34.81,0.00,24.00,25.00,25.00,24.25,
0:21:17,0.121,11.38,-13.88,-1.25,-1.25,-1.03,22.75,22.75,34.88,0.00,24.00,25.00,25.00,24.25,
0:21:18,0.121,9.02,-12.78,2.45,-1.38,2.49,22.75,22.75,34.88,0.00,24.00,25.00,25.00,24.25,
0:21:19,0.121,11.16,-12.05,-1.02,-1.25,-1.03,22.81,22.75,34.94,0.00,24.00,25.00,25.00,24.25,
0:21:20,0.121,11.90,-13.27,-1.03,-1.39,-1.02,22.81,22.75,34.94,0.00,24.00,25.00,25.00,24.25,
0:21:21,0.121,11.62,-11.93,-1.00,-1.38,-1.07,22.81,22.75,35.00,0.00,24.00,25.00,25.00,24.25,
0:21:22,0.121,11.44,28.64,0.75,-1.31,0.74,22.81,22.75,35.00,0.00,24.00,25.00,25.00,24.25,
0:21:23,0.121,11.90,-8.99,-1.30,-1.36,-1.41,22.75,22.75,35.06,0.00,24.00,25.00,25.00,24.25,
0:21:24,0.121,12.11,-10.46,3.26,-1.45,3.24,22.81,22.75,35.13,0.00,24.00,25.00,25.00,24.25,
0:21:25,0.121,11.25,-14.37,-1.02,-1.35,-1.06,22.81,22.75,35.13,0.00,24.00,25.00,25.00,24.25,
0:21:26,0.121,11.31,-14.13,-1.02,-1.25,-1.02,22.81,22.75,35.13,0.00,24.00,25.00,25.00,24.25,
0:21:27,0.121,9.54,-11.93,-0.80,-0.80,-0.80,22.81,22.75,35.19,0.00,24.00,25.00,25.00,24.25,
0:21:28,0.121,11.35,-12.17,-1.31,-0.84,-1.28,22.81,22.75,35.19,0.00,24.00,25.00,25.00,24.25,
0:21:29,0.121,11.74,-11.93,-1.30,-1.46,-1.24,22.75,22.75,35.25,0.00,24.00,25.00,25.00,24.25,
0:21:30,0.120,12.08,-11.68,-1.09,-1.19,-1.01,22.75,22.75,35.25,0.00,24.00,25.00,25.00,24.25,
0:21:31,0.121,11.99,-9.60,-1.06,-1.12,-1.02,22.75,22.75,35.31,0.00,24.00,25.00,25.00,24.25,
0:21:32,0.121,11.77,-9.12,-0.37,-1.38,-0.58,22.75,22.75,35.31,0.00,24.00,25.00,25.00,24.25,
0:21:33,0.121,11.93,-13.51,3.16,-1.61,3.07,22.75,22.75,35.38,0.00,24.00,25.00,25.00,24.25,
0:21:34,0.121,11.22,-14.25,-1.02,-1.35,-1.01,22.75,22.75,35.38,0.00,24.00,25.00,25.00,24.25,
0:21:35,0.121,9.76,-12.29,-1.05,-1.38,-1.01,22.75,22.75,35.38,0.00,24.00,25.00,25.00,24.25,
0:21:36,0.121,10.92,-12.78,3.29,-1.30,3.27,22.75,22.75,35.44,0.00,24.00,25.00,25.00,24.25,
0:21:37,0.120,11.44,-11.80,-0.89,-1.42,-0.92,22.75,22.75,35.44,0.00,24.00,25.00,25.00,24.25,
0:21:38,0.121,11.56,-12.05,-1.31,-1.27,-1.30,22.75,22.75,35.50,0.00,24.00,25.00,25.00,24.25,
0:21:39,0.121,11.93,-9.24,-1.01,-1.39,-1.02,22.75,22.69,35.50,0.00,24.00,25.00,25.00,24.25,
0:21:40,0.121,11.68,-9.60,-1.01,-1.45,-1.06,22.75,22.75,35.56,0.00,24.00,25.00,25.00,24.25,
0:21:41,0.121,11.74,-14.00,-1.05,-1.40,-1.09,22.75,22.75,35.56,0.00,24.00,25.00,25.00,24.25,
0:21:42,0.120,10.86,-11.93,-0.51,-1.39,-0.64,22.75,22.69,35.63,0.00,24.00,25.00,25.00,24.25,
0:21:43,0.121,12.11,-12.05,-1.27,-1.28,-1.30,22.75,22.69,35.63,0.00,24.00,25.00,25.00,24.25,
0:21:44,0.121,9.30,-11.93,-1.06,-1.35,-1.03,22.75,22.69,35.69,0.00,24.00,25.00,25.00,24.25,
0:21:45,0.120,11.86,-12.05,3.17,-1.34,3.27,22.75,22.69,35.75,0.00,24.00,25.00,25.00,24.25,
0:21:46,0.120,12.20,-11.93,-1.03,-0.78,-0.96,22.75,22.69,35.75,0.00,24.00,25.00,25.00,24.25,
0:21:47,0.121,9.08,-8.63,-1.11,-1.03,-1.08,22.75,22.69,35.75,0.00,24.00,25.00,25.00,24.25,
0:21:48,0.121,11.83,1.39,-1.30,-1.45,-1.36,22.75,22.69,35.81,0.00,24.00,25.00,25.00,24.25,
0:21:49,0.121,12.02,-14.00,-1.11,-1.16,-0.97,22.75,22.69,35.88,0.00,24.00,25.00,25.00,24.50,
0:21:50,0.120,11.56,29.25,-1.08,-1.06,-1.06,22.75,22.75,35.88,0.00,24.00,25.00,25.00,24.25,
0:21:51,0.120,11.56,-13.64,-1.00,-1.39,-1.02,22.75,22.69,35.94,0.00,24.00,25.00,25.00,24.25,
0:21:52,0.121,10.83,-12.17,-1.01,-1.36,-1.01,22.75,22.75,36.00,0.00,24.00,25.00,25.00,24.25,
0:21:53,0.121,11.53,-12.05,-1.13,-1.36,-1.12,22.75,22.75,36.00,0.00,24.00,25.00,25.00,24.50,
0:21:54,0.120,11.68,-12.05,-1.02,-1.38,-1.11,22.75,22.75,36.06,0.00,24.00,25.00,25.00,24.50,
0:21:55,0.120,11.62,-11.93,-1.00,-1.25,-1.03,22.75,22.69,36.06,0.00,24.00,25.00,25.00,24.25,
0:21:56,0.120,11.35,-8.50,-0.74,-1.27,-0.73,22.75,22.69,36.13,0.00,24.00,25.00,25.00,24.25,
0:21:57,0.121,12.02,-12.29,-1.29,-1.22,-1.30,22.75,22.75,36.19,0.00,24.00,25.00,25.00,24.50,
0:21:58,0.120,11.93,-14.61,-1.23,-1.40,-1.20,22.75,22.69,36.19,0.00,24.00,25.00,25.00,24.50,
0:21:59,0.120,11.56,-11.93,3.28,-1.40,3.21,22.75,22.75,36.25,0.00,24.00,25.00,25.00,24.50,
0:22:00,0.120,11.25,-13.03,-1.03,-1.40,-1.02,22.75,22.75,36.31,0.00,24.00,25.00,25.00,24.25,
0:22:01,0.120,11.71,-12.05,-0.79,-1.38,-0.81,22.75,22.75,36.31,0.00,24.00,25.00,25.00,24.50,
0:22:02,0.121,12.05,27.05,-1.38,-1.33,-1.31,22.75,22.75,36.38,0.00,24.00,25.00,25.00,24.25,
0:22:03,0.120,11.90,-11.93,3.28,-1.53,3.17,22.75,22.75,36.44,0.00,24.00,25.00,25.00,24.25,
0:22:04,0.120,12.14,-8.50,-1.01,-1.31,-1.02,22.75,22.75,36.44,0.00,24.00,25.00,25.00,24.25,
0:22:05,0.120,11.56,-11.07,-1.02,-1.40,-1.08,22.75,22.75,36.50,0.00,24.00,25.00,25.00,24.25,
0:22:06,0.120,12.02,-14.13,1.73,-0.76,0.55,22.75,22.75,36.50,0.00,24.00,25.00,25.00,24.25,
0:22:07,0.120,11.80,-12.66,-1.18,-0.79,-1.18,22.75,22.75,36.56,0.00,24.00,25.00,25.00,24.50,
0:22:08,0.120,11.93,-12.05,-1.02,-0.79,-1.06,22.75,22.75,36.63,0.00,24.00,25.00,25.00,24.25,
0:22:09,0.120,12.17,-12.29,-1.06,-1.39,-1.05,22.75,22.75,36.63,0.00,24.00,25.00,25.00,24.25,
0:22:10,0.120,11.50,-10.34,-1.02,-1.24,-1.06,22.75,22.75,36.63,0.00,24.00,25.00,25.00,24.25,
0:22:11,0.120,11.83,-12.90,-1.18,-1.38,-1.17,22.75,22.75,36.69,0.00,24.00,25.00,25.00,24.50,
0:22:12,0.120,11.10,-8.26,-1.30,-1.23,-1.42,22.75,22.75,36.69,0.00,24.00,25.00,25.00,24.50,
0:22:13,0.120,11.35,-14.49,-1.07,-1.42,-1.03,22.75,22.69,36.75,0.00,24.00,25.00,25.00,24.50,
0:22:14,0.120,11.13,-14.13,-1.01,-1.39,-1.02,22.75,22.75,36.75,0.00,24.00,25.00,25.00,24.50,
0:22:15,0.120,11.93,-12.05,-1.01,-1.38,-1.24,22.75,22.69,36.81,0.00,24.00,25.00,25.00,24.50,
0:22:16,0.120,11.77,-11.80,-1.24,-1.30,-1.13,22.75,22.75,36.81,0.00,24.00,25.00,25.00,24.50,
0:22:17,0.120,11.74,-11.93,3.27,-1.45,3.22,22.75,22.75,36.81,0.00,24.00,25.00,25.00,24.50,
0:22:18,0.120,11.59,-11.19,-1.02,-1.34,-1.06,22.75,22.75,36.88,0.00,24.00,25.00,25.00,24.50,
0:22:19,0.121,11.10,-8.50,-1.02,-1.46,-1.03,22.75,22.75,36.88,0.00,24.00,25.00,25.00,24.25,
0:22:20,0.120,11.53,-11.68,-1.05,-1.39,-1.00,22.75,22.69,36.94,0.00,24.00,25.00,25.00,24.25,
0:22:21,0.121,11.71,-14.13,-1.11,-1.31,-1.24,22.75,22.75,36.94,0.00,24.00,25.00,25.00,24.25,
0:22:22,0.120,8.50,-11.93,-1.19,-1.39,-1.18,22.75,22.75,37.00,0.00,24.00,25.00,25.00,24.25,
0:22:23,0.120,11.59,-12.05,-1.03,-1.33,-1.01,22.75,22.75,37.00,0.00,24.00,25.00,25.00,24.25,
0:22:24,0.120,10.15,-11.93,-1.02,-0.80,-1.03,22.75,22.75,37.06,0.00,24.00,25.00,25.00,24.50,
0:22:25,0.120,11.53,-11.80,-1.01,-1.27,-1.02,22.75,22.75,37.06,0.00,24.00,25.00,25.00,24.50,
0:22:26,0.120,11.47,-8.87,-1.34,-0.80,-1.39,22.75,22.75,37.13,0.00,24.00,25.00,25.00,24.25,
0:22:27,0.120,11.59,-10.70,-1.23,-1.35,-1.27,22.75,22.75,37.13,0.00,24.00,25.00,25.00,24.50,
0:22:28,0.120,11.13,-14.00,-1.03,-1.18,-1.03,22.75,22.75,37.19,0.00,24.00,25.00,25.00,24.50,
0:22:29,0.120,11.93,-12.05,-1.03,-1.39,-1.02,22.75,22.75,37.19,0.00,24.00,25.00,25.00,24.50,
0:22:30,0.120,11.01,-12.29,-0.75,-1.23,1.43,22.75,22.75,37.25,0.00,24.00,25.00,25.00,24.25,
0:22:31,0.120,11.65,-12.05,-1.30,-1.39,-1.35,22.75,22.75,37.25,0.00,24.00,25.00,25.00,24.25,
0:22:32,0.120,11.25,-11.93,-1.24,-1.25,-1.27,22.75,22.75,37.31,0.00,24.00,25.00,25.00,24.25,
0:22:33,0.120,11.56,-9.85,3.27,-1.38,3.28,22.75,22.75,37.31,0.00,24.00,25.00,25.00,24.50,
0:22:34,0.120,12.02,-9.24,-1.17,-1.29,-1.03,22.75,22.75,37.38,0.00,24.00,25.00,25.00,24.25,
0:22:35,0.120,11.44,-14.00,-0.94,-1.22,-0.92,22.75,22.75,37.38,0.00,24.25,25.00,25.00,24.25,
0:22:36,0.120,12.11,-14.00,-1.50,-1.42,-1.33,22.75,22.75,37.38,0.00,24.00,25.00,25.00,24.25,
0:22:37,0.120,11.71,-12.17,-1.03,-1.23,-1.01,22.75,22.75,37.44,0.00,24.25,25.00,25.00,24.50,
0:22:38,0.120,11.71,-12.66,-1.03,-1.38,-1.01,22.75,22.75,37.44,0.00,24.25,25.00,25.00,24.25,
0:22:39,0.120,10.89,-12.17,-1.02,-1.39,-1.01,22.75,22.75,37.50,0.00,24.25,25.00,25.00,24.25,
0:22:40,0.120,9.21,-12.05,-0.46,-1.39,-0.54,22.75,22.75,37.56,0.00,24.25,25.00,25.00,24.25,
0:22:41,0.120,11.07,-8.87,-1.30,-1.36,-1.30,22.75,22.75,37.56,0.00,24.25,25.00,25.00,24.25,
0:22:42,0.120,11.62,-12.05,-1.05,-1.33,-1.01,22.75,22.75,37.63,0.00,24.25,25.00,25.00,24.25,
0:22:43,0.120,11.50,-14.00,-1.01,-1.35,-1.03,22.75,22.75,37.63,0.00,24.25,25.00,25.00,24.25,
0:22:44,0.120,11.28,-12.17,-1.02,-1.31,-1.01,22.75,22.75,37.69,0.00,24.25,25.00,25.00,24.25,
0:22:45,0.120,11.99,-11.93,-1.17,-0.84,-1.09,22.75,22.75,37.69,0.00,24.25,25.00,25.00,24.25,
0:22:46,0.120,11.38,-12.05,-1.42,-1.03,-1.30,22.75,22.75,37.69,0.00,24.25,24.75,25.00,24.25,
0:22:47,0.121,11.80,-11.93,3.12,-1.40,3.24,22.75,22.75,37.75,0.00,24.00,24.75,25.00,24.50,
0:22:48,0.120,9.27,-11.68,-1.03,-1.39,-1.02,22.75,22.69,37.75,0.00,24.25,25.00,25.00,24.50,
0:22:49,0.120,11.44,-8.26,-1.02,-1.47,-1.05,22.75,22.75,37.81,0.00,24.25,25.00,25.00,24.25,
0:22:50,0.120,11.31,-13.27,-1.07,-1.25,-1.09,22.75,22.75,37.81,0.00,24.25,25.00,25.00,24.50,
0:22:51,0.120,11.77,28.76,-1.29,-1.22,-1.22,22.75,22.69,37.81,0.00,24.25,25.00,25.00,24.50,
0:22:52,0.120,11.96,-11.80,-1.09,-1.42,-1.03,22.75,22.75,37.88,0.00,24.25,25.00,25.00,24.50,
0:22:53,0.120,11.77,-12.05,-1.02,-1.24,-1.01,22.75,22.69,37.88,0.00,24.25,25.00,25.00,24.25,
0:22:54,0.120,11.62,-12.05,-1.01,-1.19,-1.09,22.75,22.69,37.88,0.00,24.25,25.00,25.00,24.50,
0:22:55,0.120,11.44,-12.17,3.13,-1.38,3.15,22.75,22.75,37.94,0.00,24.25,25.00,25.00,24.50,
0:22:56,0.120,11.68,-11.80,-1.16,-1.27,-1.33,22.75,22.69,37.94,0.00,24.25,25.00,25.00,24.50,
0:22:57,0.120,12.05,12.15,-1.02,-1.38,-1.03,22.75,22.69,37.94,0.00,24.25,25.00,25.00,24.50,
0:22:58,0.120,10.28,-12.66,-1.03,-1.38,-1.01,22.75,22.75,38.00,0.00,24.25,25.00,25.00,24.50,
0:22:59,0.120,11.35,-13.76,-0.90,-1.40,-0.87,22.75,22.75,38.00,0.00,24.25,25.00,25.00,24.50,
0:23:00,0.120,11.93,-11.93,-1.30,-1.38,-1.39,22.75,22.69,38.00,0.00,24.25,25.00,25.00,24.25,
0:23:01,0.120,12.02,-12.78,-1.29,-1.33,-1.24,22.75,22.75,38.06,0.00,24.25,25.00,25.00,24.50,
0:23:02,0.120,12.23,-11.68,-1.01,-1.33,-1.02,22.75,22.75,38.13,0.00,24.25,25.00,25.00,24.25,
0:23:03,0.120,11.50,-12.05,-1.03,-1.28,-1.28,22.75,22.69,38.13,0.00,24.25,25.00,25.00,24.50,
0:23:04,0.120,11.25,-9.12,-1.02,-0.81,-0.98,22.75,22.69,38.13,0.00,24.25,25.00,25.00,24.50,
0:23:05,0.120,11.56,-10.09,-1.31,-1.30,-1.33,22.75,22.75,38.19,0.00,24.25,25.00,25.00,24.25,
0:23:06,0.120,12.02,-13.88,-1.01,-0.80,-1.06,22.75,22.69,38.19,0.00,24.25,25.00,25.00,24.50,
0:23:07,0.119,11.74,-12.05,-1.01,-0.95,-1.03,22.75,22.69,38.25,0.00,24.25,25.00,25.00,24.50,
0:23:08,0.120,11.04,-12.41,-1.03,-1.38,-1.00,22.75,22.75,38.25,0.00,24.25,25.00,25.00,24.50,
0:23:09,0.120,11.99,-12.05,0.35,-1.38,0.37,22.75,22.69,38.31,0.00,24.25,25.00,25.00,24.50,
0:23:10,0.120,11.35,-12.54,-1.34,-1.39,-1.30,22.75,22.69,38.31,0.00,24.25,25.00,25.00,24.25,
0:23:11,0.120,11.65,-11.80,-1.11,-1.39,-1.03,22.75,22.69,38.38,0.00,24.25,25.00,25.00,24.50,
0:23:12,0.120,10.80,-8.26,3.19,-1.28,3.24,22.75,22.69,38.38,0.00,24.25,25.00,25.00,24.50,
0:23:13,0.119,11.68,-12.17,-1.01,-1.19,-1.03,22.75,22.69,38.38,0.00,24.25,25.00,25.00,24.50,
0:23:14,0.120,11.50,-14.49,-1.02,-1.39,-1.01,22.75,22.69,38.44,0.00,24.25,25.00,25.00,24.50,
0:23:15,0.120,12.05,-12.05,3.27,-1.25,3.26,22.75,22.69,38.44,0.00,24.25,25.00,25.00,24.25,
0:23:16,0.120,11.68,-12.17,-1.01,-1.36,-1.02,22.75,22.69,38.50,0.00,24.25,25.00,25.00,24.50,
0:23:17,0.120,12.14,-12.78,-1.01,-1.22,-1.02,22.75,22.69,38.50,0.00,24.25,25.00,25.00,24.50,
0:23:18,0.120,11.50,-11.80,-1.01,-1.33,-1.06,22.75,22.69,38.56,0.00,24.25,25.00,25.00,24.25,
0:23:19,0.120,11.56,-11.80,-0.98,-1.36,-1.00,22.75,22.69,38.56,0.00,24.25,25.00,25.00,24.50,
0:23:20,0.120,11.59,-8.38,-1.30,-1.34,-1.31,22.75,22.69,38.56,0.00,24.25,25.00,25.00,24.50,
0:23:21,0.120,10.76,-14.25,3.26,-1.38,3.17,22.75,22.69,38.63,0.00,24.25,25.00,25.00,24.50,
0:23:22,0.120,11.62,-13.76,-1.02,-1.33,-1.01,22.75,22.69,38.63,0.00,24.25,24.75,25.00,24.50,
0:23:23,0.120,11.04,-12.05,-1.02,-1.56,-1.08,22.75,22.69,38.63,0.00,24.25,25.00,25.00,24.50,
0:23:24,0.119,11.31,-11.80,-0.96,-0.74,-0.95,22.75,22.69,38.69,0.00,24.25,25.00,25.00,24.25,
0:23:25,0.120,11.65,-12.54,-1.18,-0.87,-1.17,22.69,22.69,38.69,0.00,24.25,25.00,25.00,24.50,
0:23:26,0.120,9.02,-11.93,-1.05,-0.87,-1.06,22.69,22.69,38.75,0.00,24.25,25.00,25.00,24.50,
0:23:27,0.120,11.83,-9.24,-1.02,-1.38,-1.02,22.69,22.69,38.75,0.00,24.25,25.00,25.00,24.50,
0:23:28,0.120,11.56,-11.93,0.30,-1.13,0.30,22.75,22.69,38.81,0.00,24.25,25.00,25.00,24.25,
0:23:29,0.120,10.37,-14.00,-1.29,-1.02,-1.30,22.75,22.69,38.81,0.00,24.25,25.00,25.00,24.50,
0:23:30,0.120,11.68,-12.29,-1.31,-1.40,-1.30,22.75,22.69,38.81,0.00,24.25,25.00,25.00,24.25,
0:23:31,0.120,10.06,-12.90,-1.05,-1.39,-1.01,22.69,22.69,38.88,0.00,24.25,25.00,25.00,24.50,
0:23:32,0.119,11.90,-11.93,3.30,-1.40,3.26,22.75,22.69,38.88,0.00,24.25,24.75,25.00,24.50,
0:23:33,0.120,12.05,-11.80,-0.98,-1.25,-1.00,22.69,22.69,38.94,0.00,24.25,25.00,25.00,24.50,
0:23:34,0.120,11.47,-11.93,-1.30,-1.19,-1.28,22.69,22.69,38.94,0.00,24.25,25.00,25.00,24.50,
0:23:35,0.120,11.83,-8.50,-1.31,-1.38,-1.29,22.69,22.69,38.94,0.00,24.25,25.00,25.25,24.50,
0:23:36,0.120,11.86,-13.39,-1.02,-1.34,-1.07,22.75,22.69,39.00,0.00,24.25,25.00,25.00,24.50,
0:23:37,0.119,11.71,-14.00,3.21,-1.41,3.29,22.75,22.69,39.00,0.00,24.25,25.00,25.00,24.25,
0:23:38,0.120,11.38,-12.78,-1.03,-1.40,-1.00,22.69,22.69,39.06,0.00,24.25,25.00,25.00,24.50,
0:23:39,0.120,11.96,-11.93,-1.31,-1.42,-1.29,22.75,22.69,39.13,0.00,24.25,25.00,25.00,24.50,
0:23:40,0.120,11.65,-12.41,-1.00,-1.38,-1.01,22.69,22.69,39.13,0.00,24.25,24.75,25.00,24.50,
0:23:41,0.120,11.74,-12.05,-1.00,-1.33,-1.06,22.75,22.69,39.13,0.00,24.25,24.75,25.00,24.25,
0:23:42,0.120,11.56,-9.48,3.32,-1.27,3.27,22.75,22.69,39.19,0.00,24.25,25.00,25.00,24.50,
0:23:43,0.120,11.62,-10.34,-0.94,-0.81,-0.96,22.75,22.69,39.19,0.00,24.25,24.75,25.00,24.50,
0:23:44,0.120,11.68,-13.88,-1.31,-0.96,-1.31,22.69,22.69,39.25,0.00,24.25,24.75,25.00,24.25,
0:23:45,0.119,11.77,-13.64,-1.13,-1.42,-1.02,22.69,22.69,39.25,0.00,24.25,24.75,25.25,24.25,
0:23:46,0.120,11.62,-12.90,3.27,-1.20,3.30,22.69,22.69,39.25,0.00,24.25,24.75,25.25,24.50,
